triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,builder_attempt.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,builder_attempt.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0, -0.25)",g,0.0,0,9,9,4,62.89335862500593,,,,,,,,,62.885493458015844,65.15513770800317,65.15514612500556,0.0038482919917441905,66.16096662502969,66.16096662502969,66.16096662502969,66.16096662502969,66.16096662502969,66.16096662502969,66.16096662502969,66.16096662502969,67.46912508300738,0.0011574074074074073,-0.20949074074074073,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0.25, 0)",p,0.0,0,10,10,18,67.47661729104584,,,,,,,,,67.46981329104165,69.73866837500827,69.73867691605119,0.0037358750123530626,70.74400137504563,70.74400137504563,70.74400137504563,70.74400137504563,70.74400137504563,70.74400137504563,70.74400137504563,70.74400137504563,71.75240650004707,0.2222222222222222,-0.011574074074074073,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0, -0.25)",p,0.0,0,11,11,20,71.76005470805103,,,,,,,,,71.753129208053,74.02156666602241,74.02157500002068,0.0037914160056971014,75.02824816602515,75.02824816602515,75.02824816602515,75.02824816602515,75.02824816602515,75.02824816602515,75.02824816602515,75.02824816602515,75.78549370804103,-0.0023148148148148147,-0.23842592592592593,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.1875, 0.1875)",p,0.0,0,12,12,23,75.79392083303537,,,,,,,,,75.78614495805232,80.05587441602256,80.05588237504708,0.003667249984573573,81.0613360000425,81.0613360000425,81.0613360000425,81.0613360000425,81.0613360000425,81.0613360000425,81.0613360000425,81.0613360000425,81.8861736660474,-0.18171296296296297,0.17824074074074073,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0.1875, 0.1875)",g,0.0,0,13,13,1,81.89362879103282,,,,,,,,,81.88684666604968,84.15537854103604,84.15538616600679,0.0036798749933950603,85.16170937503921,85.16170937503921,85.16170937503921,85.16170937503921,85.16170937503921,85.16170937503921,85.16170937503921,85.16170937503921,85.96950504102279,0.16203703703703703,0.16319444444444445,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.1875, -0.1875)",g,0.0,0,14,14,5,85.9777649580501,,,,,,,,,85.97018954105442,88.23942029103637,88.23942845803685,0.003716540988534689,89.24502975004725,89.24502975004725,89.24502975004725,89.24502975004725,89.24502975004725,89.24502975004725,89.24502975004725,89.24502975004725,90.06998683302663,-0.17592592592592593,-0.16435185185185186,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,15,15,12,90.07747966604074,,,,,,,,,90.07067758304765,92.33940650004661,92.33941491600126,0.0037145829992368817,93.34550054103602,93.34550054103602,93.34550054103602,93.34550054103602,93.34550054103602,93.34550054103602,93.34550054103602,93.34550054103602,94.2366853330168,0.0,-0.24189814814814814,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0.1875, -0.1875)",p,0.0,0,16,16,19,94.24467579100747,,,,,,,,,94.23733870801516,96.50646375003271,96.50647166604176,0.003647124976851046,97.51291937503265,97.51291937503265,97.51291937503265,97.51291937503265,97.51291937503265,97.51291937503265,97.51291937503265,97.51291937503265,98.88699387502857,0.17476851851851852,-0.1875,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.25, 0)",g,0.0,0,17,17,6,98.89443058305187,,,,,,,,,98.88765466603218,101.15620391600532,101.15621204103809,0.00364641600754112,102.16257150005549,102.16257150005549,102.16257150005549,102.16257150005549,102.16257150005549,102.16257150005549,102.16257150005549,102.16257150005549,102.9701585000148,-0.26157407407407407,0.0023148148148148147,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",0,18,18,13,102.97837170801358,,,,,,,,,102.97084350005025,105.24014720803825,105.24015762505587,0.003685917006805539,106.24682479101466,106.24682479101466,106.24682479101466,106.24682479101466,106.24682479101466,106.24682479101466,106.24682479101466,106.24682479101466,107.1035064580501,-0.18171296296296297,-0.15393518518518517,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,19,19,14,107.1118655000464,,,,,,,,,107.10417104105,109.37384362501325,109.37385200004792,0.003772291005589068,110.37963166600093,110.37963166600093,110.37963166600093,110.37963166600093,110.37963166600093,110.37963166600093,110.37963166600093,110.37963166600093,111.38747954100836,-0.2337962962962963,-0.009259259259259259,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0.1875, 0.1875)",p,0.0,0,20,20,17,111.39507104101358,,,,,,,,,111.38817595801083,113.65627945802407,113.65628750005271,0.0036578329745680094,114.66341716604074,114.66341716604074,114.66341716604074,114.66341716604074,114.66341716604074,114.66341716604074,114.66341716604074,114.66341716604074,115.53742100001546,0.16087962962962962,0.18287037037037038,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,21,21,8,115.5457199580269,,,,,,,,,115.53811858303379,117.80739170801826,117.8074002500507,0.0037323330179788172,118.81218429101864,118.81218429101864,118.81218429101864,118.81218429101864,118.81218429101864,118.81218429101864,118.81218429101864,118.81218429101864,121.64015808305703,-0.0023148148148148147,0.23148148148148148,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(-0.1875, -0.1875)",p,0.0,0,22,22,21,121.6490863750223,,,,,,,,,121.6408431660384,123.91031608305639,123.91032433300279,0.0036646660300903022,124.91373383300379,124.91373383300379,124.91373383300379,124.91373383300379,124.91373383300379,124.91373383300379,124.91373383300379,124.91373383300379,125.8876389580546,-0.18287037037037038,-0.18518518518518517,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",0,23,23,9,125.8959642080008,,,,,,,,,125.8883381250198,128.15703512501204,128.15704366605496,0.0036897920072078705,129.16398337500868,129.16398337500868,129.16398337500868,129.16398337500868,129.16398337500868,129.16398337500868,129.16398337500868,129.16398337500868,130.23778312501963,0.1712962962962963,0.1597222222222222,1,0,0,[1],unnamed Polygon,,,,,,,,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.23839987500105,130.24617516604485,130.24617516604485,131.67313237505732,space,1.4224568749777973,None,825399,001,2024-05-05_23h00.05.024,creatingimagesNEW,2024.1.4,None,2024-05-05 23h00.12.687522 -0400,
