thisRow.t,notes,WelcomePage.started,textWelcomeMessage.started,key_resp.started,WelcomePage.stopped,key_resp.keys,key_resp.rt,key_resp.duration,image1_1.started,greencircle1.started,greencircle2.started,greencircle3.started,greencircle4.started,greencircle5.started,greencircle6.started,greencircle7.started,greentriangle.started,image1_1.stopped,image1_2.started,greencircle1_2.started,greencircle2_2.started,greencircle3_2.started,greencircle4_2.started,greencircle5_2.started,greencircle6_2.started,greencircle7_2.started,greentriangle_2.started,image1_2.stopped,image1_3.started,greencircle1_3.started,greencircle2_3.started,greencircle3_3.started,greencircle4_3.started,greencircle5_3.started,greencircle6_3.started,greencircle7_3.started,greentriangle_3.started,image1_3.stopped,image1_4.started,greencircle1_4.started,greencircle2_4.started,greencircle3_4.started,greencircle4_4.started,greencircle5_4.started,greencircle6_4.started,greencircle7_4.started,greentriangle_4.started,image1_4.stopped,image1_5.started,greencircle1_5.started,greencircle2_5.started,greencircle3_5.started,greencircle4_5.started,greencircle5_5.started,greencircle6_5.started,greencircle7_5.started,greentriangle_5.started,image1_5.stopped,image1_6.started,greencircle1_6.started,greencircle2_6.started,greencircle3_6.started,greencircle4_6.started,greencircle5_6.started,greencircle6_6.started,greencircle7_6.started,greentriangle_6.started,image1_6.stopped,image1_7.started,greencircle1_7.started,greencircle2_7.started,greencircle3_7.started,greencircle4_7.started,greencircle5_7.started,greencircle6_7.started,greencircle7_7.started,greentriangle_7.started,image1_7.stopped,image1_8.started,greencircle1_8.started,greencircle2_8.started,greencircle3_8.started,greencircle4_8.started,greencircle5_8.started,greencircle6_8.started,greencircle7_8.started,greentriangle_8.started,image1_8.stopped,image2_1.started,pink_circle.started,pink_circle.stopped,image2_1.stopped,image2_2.started,image2_2.stopped,image2_3.started,image2_3.stopped,image2_4.started,image2_4.stopped,image2_5.started,image2_5.stopped,image2_6.started,image2_6.stopped,image2_7.started,image2_7.stopped,image2_8.started,image2_8.stopped,image3_1.started,greencircle1_9.started,greencircle2_9.started,greencircle3_9.started,greencircle4_9.started,greencircle5_9.started,greencircle6_9.started,greencircle7_9.started,pinktriangle.started,image3_1.stopped,image3_2.started,greencircle1_10.started,greencircle2_10.started,greencircle3_10.started,greencircle4_10.started,greencircle5_10.started,greencircle6_10.started,greencircle7_10.started,greentriangle_9.started,image3_2.stopped,image3_3.started,greencircle1_11.started,greencircle2_11.started,greencircle3_11.started,greencircle4_11.started,greencircle5_11.started,greencircle6_11.started,greencircle7_11.started,greentriangle_10.started,image3_3.stopped,image3_4.started,greencircle1_12.started,greencircle2_12.started,greencircle3_12.started,greencircle4_12.started,greencircle5_12.started,greencircle6_12.started,greencircle7_12.started,greentriangle_11.started,image3_4.stopped,image3_5.started,greencircle1_13.started,greencircle2_13.started,greencircle3_13.started,greencircle4_13.started,greencircle5_13.started,greencircle6_13.started,greencircle7_13.started,greentriangle_12.started,image3_5.stopped,image3_6.started,greencircle1_14.started,greencircle2_14.started,greencircle3_14.started,greencircle4_14.started,greencircle5_14.started,greencircle6_14.started,greencircle7_14.started,greentriangle_13.started,image3_6.stopped,image3_7.started,greencircle1_15.started,greencircle2_15.started,greencircle3_15.started,greencircle4_15.started,greencircle5_15.started,greencircle6_15.started,greencircle7_15.started,greentriangle_14.started,image3_7.stopped,image3_8.started,greencircle1_16.started,greencircle2_16.started,greencircle3_16.started,greencircle4_16.started,greencircle5_16.started,greencircle6_16.started,greencircle7_16.started,greentriangle_15.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.740031199995428,9.740289699984714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.740303600003244,9.740538799989736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.740550799993798,9.740812899981393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.740826699999161,9.741060300002573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741072300006635,9.74136179999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741391999996267,9.741821000003256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741841799987014,9.742165799980285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742186999996193,9.755867200001376,9.755867200001376,9.755867200001376,9.755867200001376,9.755867200001376,9.755867200001376,9.755867200001376,9.755867200001376,10.740526799985673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.740573499992024,10.756337800004985,10.756337800004985,10.756337800004985,10.756337800004985,10.756337800004985,10.756337800004985,10.756337800004985,10.756337800004985,11.740578500000993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.740617000003112,11.756588399992324,11.756588399992324,11.756588399992324,11.756588399992324,11.756588399992324,11.756588399992324,11.756588399992324,11.756588399992324,12.724405799992383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.724446899985196,12.739642500004265,12.739642500004265,12.739642500004265,12.739642500004265,12.739642500004265,12.739642500004265,12.739642500004265,12.739642500004265,13.724319700006163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.724364599998808,13.739632899989374,13.739632899989374,13.739632899989374,13.739632899989374,13.739632899989374,13.739632899989374,13.739632899989374,13.739632899989374,14.72416769998381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.724220500007505,14.739446399995359,14.739446399995359,14.739446399995359,14.739446399995359,14.739446399995359,14.739446399995359,14.739446399995359,14.739446399995359,15.740225099987583,,,,,,,,,,,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.740271899994696,15.757365199999185,15.757365199999185,15.757365199999185,15.757365199999185,15.757365199999185,15.757365199999185,15.757365199999185,15.757365199999185,16.724229699990246,,,,,,,,,,150225,001,2024-04-30_15h40.52.377,searchArrayTrial,2024.1.1,None,2024-04-30 15h40.57.524950 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72426699998323,16.739695199998096,16.739695199998096,16.739695199998096,16.739695199998096,16.739695199998096,16.739695199998096,16.739695199998096,16.739695199998096,,,,,,,,
