triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, 0.1875)",g,"(0, -0.25)",0,9,9,9,19.13730195799144,,,,,,,,,19.13098379096482,20.398884124995675,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.1875, -0.1875)",g,0.0,0,10,10,3,20.40591295796912,,,,,,,,,20.399025707971305,21.668084333010484,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, -0.25)",p,0.0,0,11,11,20,21.67481754097389,,,,,,,,,21.668233958014753,22.936701041006017,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.25, 0)",p,0.0,0,12,12,18,22.943077665986493,,,,,,,,,22.936844250012655,24.205258000001777,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, 0.1875)",p,0.0,0,13,13,23,24.211795207986142,,,,,,,,,24.205404874985106,25.47338541597128,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",0,14,14,11,25.479880624974612,,,,,,,,,25.473531541007105,30.74201124999672,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,15,15,12,30.74962187500205,,,,,,,,,30.742166750016622,32.01203341601649,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.25, 0)",p,0.0,0,16,16,22,32.01845404098276,,,,,,,,,32.012177207972854,33.280441500013694,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.1875, 0.1875)",g,0.0,0,17,17,1,33.28689091600245,,,,,,,,,33.28058679099195,34.54842499998631,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",0,18,18,13,34.55491595796775,,,,,,,,,34.54857029096456,35.81616812496213,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",0,19,19,8,35.82261525001377,,,,,,,,,35.8163141249679,38.08414845797233,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.1875, -0.1875)",p,0.0,0,20,20,19,38.09190820797812,,,,,,,,,38.084300332993735,39.35430854099104,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.25, 0)",g,0.0,0,21,21,6,39.360947749984916,,,,,,,,,39.354464458010625,40.622419791005086,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(0.1875, 0.1875)",p,0.0,0,22,22,17,40.628913457971066,,,,,,,,,40.62256679096026,41.890792207967024,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
"(-0.1875, -0.1875)",g,0.0,0,23,23,5,41.897361457988154,,,,,,,,,41.89094283297891,43.15874341595918,,,,,,,,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
,,,,,,,,,,,,,,,,,,43.15885041595902,43.16632683301577,43.16632683301577,44.10848545801127,space,0.9337324170046486,None,263370,001,2024-05-06_00h18.01.477,creatingimagesNEW,2024.1.4,None,2024-05-06 00h18.08.514849 -0400,
