triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(-0.25, 0)",p,0.0,,,1,3,12,5,,,,,16.102579583006445,,,,,,,,,,,,,,,,16.095821124967188,17.16488254198339,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.1875, -0.1875)",p,0.0,,,1,4,13,4,,,,,17.171310167002957,,,,,,,,,,,,,,,,17.16504441696452,18.13286116695963,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,1,5,14,8,,,,,18.139210624969564,,,,,,,,,,,,,,,,18.133020749955904,19.60159987496445,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.1875, -0.1875)",p,0.0,,,1,6,15,3,,,,,19.611413582984824,,,,,,,,,,,,,,,,19.601766957959626,20.874176707991865,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",g,0.0,,,1,7,16,2,,,,,20.881072374992073,,,,,,,,,,,,,,,,20.874340249982197,22.042948624992277,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",,,1,8,17,6,,,,,22.04930895799771,,,,,,,,,,,,,,,,22.043110749975313,23.911924041982275,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.25, 0)",p,0.0,,,2,0,18,5,,,,,23.92204687499907,,,,,,,,,,,,,,,,23.91208379197633,25.084751207963564,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",g,0.0,,,2,1,19,2,,,,,25.09134337498108,,,,,,,,,,,,,,,,25.084911291953176,26.453643124958035,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,2,2,20,8,,,,,26.462740374961868,,,,,,,,,,,,,,,,26.453808291989844,28.526590374996886,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.1875, 0.1875)",g,0.0,,,2,3,21,1,,,,,28.53629804198863,,,,,,,,,,,,,,,,28.526752166973893,29.698790207970887,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",,,2,4,22,7,,,,,29.70516224997118,,,,,,,,,,,,,,,,29.698942832998,31.167517499998212,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",,,2,5,23,6,,,,,31.17753324995283,,,,,,,,,,,,,,,,31.167688207991887,32.3396159169497,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.1875, -0.1875)",p,0.0,,,2,6,24,4,,,,,32.3461884999997,,,,,,,,,,,,,,,,32.33977820799919,33.70887633296661,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.1875, -0.1875)",p,0.0,,,2,7,25,3,,,,,33.715506957960315,,,,,,,,,,,,,,,,33.70903558295686,35.07726179197198,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, 0.25)",g,0.0,,,2,8,26,0,,,,,35.086351791978814,,,,,,,,,,,,,,,,35.07742737495573,36.24883274995955,,,,,,,,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24887383298483,36.255485916975886,37.23912729200674,38.65787441696739,space,1.4129132080124691,None,,,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",r,,"(-0.1875, 0.1875)",0.0,,,,,0,0,0,26,38.68694929196499,,,,,,,,,,,,,,,,,,,,,,,,,38.67773454199778,39.750455041998066,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",b,,0.0,0.0,,,,,0,1,1,42,39.75729895796394,,,,,,,,,,,,,,,,,,,,,,,,,39.75060691696126,41.02020912495209,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.1875, -0.1875)",g,,"(0, 0.25)",0.0,,,,,0,2,2,13,41.02686324995011,,,,,,,,,,,,,,,,,,,,,,,,,41.0203634169884,42.290297416970134,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, 0.25)",r,,"(-0.1875, -0.1875)",0.0,,,,,0,3,3,24,42.29718520794995,,,,,,,,,,,,,,,,,,,,,,,,,42.290449291991536,43.66056662495248,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",g,,0.0,"(-0.1875, 0.1875)",,,,,0,4,4,34,43.66746491700178,,,,,,,,,,,,,,,,,,,,,,,,,43.66072324995184,45.23113249999005,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.1875, -0.1875)",r,,0.0,0.0,,,,,0,5,5,21,45.24042395799188,,,,,,,,,,,,,,,,,,,,,,,,,45.2312956249807,47.00448649999453,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.1875, -0.1875)",r,,"(-0.25, 0)",0.0,,,,,0,6,6,27,47.01408274995629,,,,,,,,,,,,,,,,,,,,,,,,,47.004643958003726,48.37806058296701,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(-0.25, 0)",r,,"(0.1875, -0.1875)",0.0,,,,,0,7,7,30,48.387011166953016,,,,,,,,,,,,,,,,,,,,,,,,,48.37821520795114,49.54918120795628,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, -0.25)",r,,0.0,0.0,,,,,0,8,8,20,49.55567916698055,,,,,,,,,,,,,,,,,,,,,,,,,49.549340957950335,50.68457745795604,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, -0.25)",b,,0.0,"(0.1875, 0.1875)",,,,,0,9,9,52,50.69144012499601,,,,,,,,,,,,,,,,,,,,,,,,,50.684751332970336,51.95381245797034,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, 0.25)",g,,"(-0.1875, -0.1875)",0.0,,,,,0,10,10,8,51.96049029199639,,,,,,,,,,,,,,,,,,,,,,,,,51.95396558300126,53.022851624991745,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0.25, 0)",b,,0.0,"(-0.1875, 0.1875)",,,,,0,11,11,50,53.029314291954506,,,,,,,,,,,,,,,,,,,,,,,,,53.02302458300255,54.191990082967095,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
"(0, 0.25)",g,,0.0,0.0,,,,,0,12,12,0,54.19862633297453,,,,,,,,,,,,,,,,,,,,,,,,,54.19213933299761,55.36104979197262,072373,001,2024-05-09_12h55.51.011,creatingimagesNEW,2024.1.4,None,2024-05-09 12h56.00.596622 -0400,
,,,,,,,,,,,,,55.36798112496035,,,,,,,,,,,,,,,,,,,,,,,,,55.36120108299656,,,,,,,,,
