triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, -0.1875)",p,0.0,,,0,8,8,3,,,,,11.922536749974824,,,,,,,,,,,,,,,,11.91598058398813,12.984328959020786,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,1,0,9,8,,,,,12.99074079201091,,,,,,,,,,,,,,,,12.984481125022285,13.95235291699646,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.1875, 0.1875)",g,0.0,,,1,1,10,1,,,,,13.959061999979895,,,,,,,,,,,,,,,,13.952504042012151,14.919968584028538,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.25, 0)",p,0.0,,,1,2,11,5,,,,,14.926944708975498,,,,,,,,,,,,,,,,14.920124542026315,15.787970083998516,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.25, 0)",g,0.0,,,1,3,12,2,,,,,15.794412375020329,,,,,,,,,,,,,,,,15.788116791984066,16.756768541992642,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",,,1,4,13,6,,,,,16.76356549997581,,,,,,,,,,,,,,,,16.756941083993297,17.824659542005975,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",,,1,5,14,7,,,,,17.831063458987046,,,,,,,,,,,,,,,,17.824819834029768,18.592365042015444,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0, 0.25)",g,0.0,,,1,6,15,0,,,,,18.598616375005804,,,,,,,,,,,,,,,,18.592522667022422,19.459824834018946,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.1875, -0.1875)",p,0.0,,,1,7,16,3,,,,,19.466173292021267,,,,,,,,,,,,,,,,19.45998550002696,20.427385792019777,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.1875, -0.1875)",p,0.0,,,1,8,17,4,,,,,20.43374337500427,,,,,,,,,,,,,,,,20.427533584006596,21.394547083997168,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.1875, 0.1875)",g,0.0,,,2,0,18,1,,,,,21.40091383398976,,,,,,,,,,,,,,,,21.394701541983522,22.462809499993455,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.25, 0)",g,0.0,,,2,1,19,2,,,,,22.469227667024825,,,,,,,,,,,,,,,,22.4629554169951,23.43007654201938,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0, 0.25)",g,0.0,,,2,2,20,0,,,,,23.436360833991785,,,,,,,,,,,,,,,,23.43022325000493,24.397296666982584,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.1875, -0.1875)",p,0.0,,,2,3,21,3,,,,,24.403915916976985,,,,,,,,,,,,,,,,24.39744949998567,25.264887917030137,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",,,2,4,22,7,,,,,25.271146334009245,,,,,,,,,,,,,,,,25.265036083990708,26.232041875016876,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.1875, -0.1875)",p,0.0,,,2,5,23,4,,,,,26.238359584007412,,,,,,,,,,,,,,,,26.232198750018142,27.0992978339782,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,2,6,24,8,,,,,27.1055535839987,,,,,,,,,,,,,,,,27.099443625018466,28.466789834026713,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.25, 0)",p,0.0,,,2,7,25,5,,,,,28.473306750005577,,,,,,,,,,,,,,,,28.466938750003465,29.53505258401856,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",,,2,8,26,6,,,,,29.541512500029057,,,,,,,,,,,,,,,,29.53521375003038,30.302229750028346,,,,,,,,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30226554197725,30.308691499987617,31.29362804198172,35.11290312500205,space,3.8155204170034267,None,,,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,0,0,0,44,35.15588387497701,,,,,,,,,,,,,,,,,,,,,,,,,35.146228416997474,36.11770741699729,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(0.1875, -0.1875)",b,,0.0,"(-0.25, 0)",,,,,0,1,1,51,36.12451499997405,,,,,,,,,,,,,,,,,,,,,,,,,36.11785762500949,37.286572958983015,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.1875, -0.1875)",g,,0.0,"(0, 0.25)",,,,,0,2,2,37,37.29339891701238,,,,,,,,,,,,,,,,,,,,,,,,,37.286728084029164,38.555987459025346,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,0,3,3,6,38.56266920902999,,,,,,,,,,,,,,,,,,,,,,,,,38.556136708997656,39.625545000017155,627434,001,2024-05-09_12h54.32.236,creatingimagesNEW,2024.1.4,None,2024-05-09 12h54.44.082564 -0400,
,,,,,,,,,,,,,39.63213929202175,,,,,,,,,,,,,,,,,,,,,,,,,39.625696624978445,,,,,,,,,
