triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,test_trial.started,test_trial.stopped,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, -0.1875)",p,0.0,0,10,10,19,49.329685500008054,,,,,,,,,,,49.32337633398129,50.591773958993144,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",p,0.0,0,11,11,22,50.59841333399527,,,,,,,,,,,50.5919303749688,51.86014745896682,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,0.0,0,12,12,2,51.866577917011455,,,,,,,,,,,51.86029270896688,53.12822316697566,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",0,13,13,13,53.13466799998423,,,,,,,,,,,53.12837320897961,54.396906166977715,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,0.0,0,14,14,4,54.40365291701164,,,,,,,,,,,54.39706908399239,55.66555379197234,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",0,15,15,12,55.67215162498178,,,,,,,,,,,55.6657113750116,56.93416729196906,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",0,16,16,11,56.940776749979705,,,,,,,,,,,56.93432862497866,58.20248829200864,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",p,0.0,0,17,17,16,58.20916762499837,,,,,,,,,,,58.20264099998167,59.47120091697434,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",g,0.0,0,18,18,0,59.47754499997245,,,,,,,,,,,59.47135116701247,60.739312708959915,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,"(0, 0.25)",0,19,19,10,60.74590691697085,,,,,,,,,,,60.739474417001475,62.00759958400158,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,20,20,15,62.01398229197366,,,,,,,,,,,62.007744124974124,63.275719208992086,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",p,0.0,0,21,21,21,63.282268000009935,,,,,,,,,,,63.27586233400507,64.54401416698238,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",0,22,22,14,64.55037395900581,,,,,,,,,,,64.54416399996262,65.81211495900061,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",g,0.0,0,23,23,1,65.8185745839728,,,,,,,,,,,65.81226570898434,67.08086037496105,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",g,0.0,1,0,24,1,67.08744233398465,,,,,,,,,,,67.08101391699165,68.34917408396723,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",1,1,25,15,68.35572270897683,,,,,,,,,,,68.34932574996492,69.61778783396585,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",g,0.0,1,2,26,7,69.62416112498613,,,,,,,,,,,69.61794287496014,70.88607025000965,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,0.0,1,3,27,2,70.89258658397011,,,,,,,,,,,70.88622741698055,72.15453945897752,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",p,0.0,1,4,28,18,72.16109520901227,,,,,,,,,,,72.15469079196919,73.4228423339664,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",g,0.0,1,5,29,3,73.42929800000275,,,,,,,,,,,73.42299658397678,74.6909414170077,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,"(0, 0.25)",1,6,30,10,74.69728104199748,,,,,,,,,,,74.69109375000698,75.9594102089759,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",1,7,31,14,75.96581770898774,,,,,,,,,,,75.95956395898247,77.22809745901031,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",1,8,32,12,77.23460537497886,,,,,,,,,,,77.22825337498216,78.49695462500677,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",p,0.0,1,9,33,17,78.5034430839587,,,,,,,,,,,78.49710941698868,79.76519008399919,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",p,0.0,1,10,34,19,79.77162195899291,,,,,,,,,,,79.76534124999307,81.03350162500283,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",p,0.0,1,11,35,22,81.03988395899069,,,,,,,,,,,81.0336536669638,82.30185591697227,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",1,12,36,13,82.30887566698948,,,,,,,,,,,82.30209908401594,83.57074420899153,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",g,0.0,1,13,37,0,83.57729287497932,,,,,,,,,,,83.57089674996678,84.83909645897802,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",g,0.0,1,14,38,6,84.84546816698276,,,,,,,,,,,84.83924745896365,86.10715558397351,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",p,0.0,1,15,39,21,86.11354666698026,,,,,,,,,,,86.107307749975,87.37561895896215,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",1,16,40,8,87.38211758399848,,,,,,,,,,,87.3757777090068,88.64373720897129,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,0.0,1,17,41,4,88.6501197089674,,,,,,,,,,,88.64388279197738,89.91174541699002,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",1,18,42,11,89.91815754200798,,,,,,,,,,,89.911902333959,92.24259345897008,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",p,0.0,1,19,43,20,92.25219670898514,,,,,,,,,,,92.24274970899569,93.51395549997687,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",g,0.0,1,20,44,5,93.52058583399048,,,,,,,,,,,93.51410854200367,94.78233208396705,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",1,21,45,9,94.78901454200968,,,,,,,,,,,94.78252987499582,96.05087116698269,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",p,0.0,1,22,46,16,96.05726829200285,,,,,,,,,,,96.05102166696452,97.31930208398262,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",p,0.0,1,23,47,23,97.32565295899985,,,,,,,,,,,97.319456333993,98.58729574998142,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",p,0.0,2,0,48,21,98.59369637497002,,,,,,,,,,,98.58745220897254,99.85550641699228,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,0.0,2,1,49,2,99.86187791696284,,,,,,,,,,,99.85566166701028,101.12362633401062,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",2,2,50,15,101.1300484999665,,,,,,,,,,,101.12378041696502,102.39164679200621,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",g,0.0,2,3,51,6,102.3980341249844,,,,,,,,,,,102.39180587499868,103.65965479199076,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",p,0.0,2,4,52,19,103.66616262501338,,,,,,,,,,,103.65980899997521,104.92808124999283,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",p,0.0,2,5,53,22,104.93466020899359,,,,,,,,,,,104.92824429197935,106.19679712498328,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",p,0.0,2,6,54,23,106.2032807499636,,,,,,,,,,,106.196954583982,107.46488395897904,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",g,0.0,2,7,55,1,107.47134549997281,,,,,,,,,,,107.46505779196741,108.73320858395891,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",g,0.0,2,8,56,5,108.73945712496061,,,,,,,,,,,108.7333544169669,110.0009359169635,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.25, 0)",g,"(0.1875, -0.1875)",2,9,57,14,110.00725804199465,,,,,,,,,,,110.00108983396785,111.26874904200668,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,0.0,2,10,58,4,111.27519625000423,,,,,,,,,,,111.26889820897486,112.53665074997116,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",g,0.0,2,11,59,3,112.543227999995,,,,,,,,,,,112.53680775000248,113.80476629198529,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",p,0.0,2,12,60,20,113.81121591699775,,,,,,,,,,,113.80492033396149,115.07280495896703,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, 0.1875)",g,0.0,2,13,61,7,115.07928662496852,,,,,,,,,,,115.07295866700588,116.34136645897524,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",g,"(0, 0.25)",2,14,62,10,116.34781674999977,,,,,,,,,,,116.34152154199546,117.6092376249726,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",g,0.0,2,15,63,0,117.61585362500045,,,,,,,,,,,117.60939008399146,118.87740766699426,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",g,"(0, -0.25)",2,16,64,9,118.88390824996168,,,,,,,,,,,118.87756004196126,121.14535649999743,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",g,"(-0.1875, -0.1875)",2,17,65,8,121.15348170901416,,,,,,,,,,,121.14551295898855,122.41572337498656,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, 0.25)",p,0.0,2,18,66,16,122.42212579201441,,,,,,,,,,,122.41587595897727,123.68336795899086,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0, -0.25)",g,"(-0.1875, 0.1875)",2,19,67,12,123.68983658397337,,,,,,,,,,,123.68351958401036,124.95151820901083,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, 0.1875)",p,0.0,2,20,68,17,124.9580206249957,,,,,,,,,,,124.9516736670048,126.21985225001117,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.1875, -0.1875)",g,"(0.25, 0)",2,21,69,11,126.22638558398467,,,,,,,,,,,126.22000545897754,128.48843245900935,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(-0.1875, -0.1875)",g,"(-0.25, 0)",2,22,70,13,128.49661233398365,,,,,,,,,,,128.4886074999813,129.75837150000734,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
"(0.25, 0)",p,0.0,2,23,71,18,129.76470516697736,,,,,,,,,,,129.75852866697824,131.0262010419974,,,,,,,,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
,,,,,,,,,,,,,,,,,,,,131.0262457919889,131.0324688339606,131.0324688339606,131.9125391250127,space,0.8777347919531167,None,012089,001,2024-05-06_12h47.43.931,creatingimagesNEW,2024.1.4,None,2024-05-06 12h47.49.858008 -0400,
