triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,red_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Real_Trials.started,Real_Trials.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"(0.1875, 0.1875)",b,0.0,"(-0.1875, -0.1875)",,1,5,26,19,,,,,37.00016845899518,,,,,,,,,,,,,,,,36.99388279199775,38.06176404199505,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,0.0,"(-0.1875, 0.1875) ",,1,6,27,13,,,,,38.06863887500367,,,,,,,,,,,,,,,,38.06192658399232,39.03002687499975,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,0.0,"(0.25, 0)",,1,7,28,12,,,,,39.03684762500052,,,,,,,,,,,,,,,,39.03018445899943,40.29859150000266,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",b,0.0,"(0, -0.25)",,1,8,29,18,,,,,40.30525495899201,,,,,,,,,,,,,,,,40.29874908400234,41.26693337499455,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,0.0,0.0,,1,9,30,4,,,,,41.27324475000205,,,,,,,,,,,,,,,,41.26708591700299,42.434910333991866,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,0.0,0.0,,1,10,31,10,,,,,42.44148666699766,,,,,,,,,,,,,,,,42.43506462499499,43.40302437500213,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,0.0,0.0,,1,11,32,5,,,,,43.40927016700152,,,,,,,,,,,,,,,,43.4031791669986,44.67108470899984,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",b,0.0,"(0.1875, -0.1875)",,1,12,33,20,,,,,44.6778157499939,,,,,,,,,,,,,,,,44.671247209000285,45.6394058750011,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,0.0,0.0,,1,13,34,2,,,,,45.64571395899111,,,,,,,,,,,,,,,,45.639560249997885,46.80744312499883,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,0.0,0.0,,1,14,35,1,,,,,46.817566458994406,,,,,,,,,,,,,,,,46.80759974999819,47.840342416995554,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,"(0.25, 0)",0.0,,1,15,36,8,,,,,47.84674195900152,,,,,,,,,,,,,,,,47.8405036250042,48.90786208400095,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,0.0,0.0,,1,16,37,3,,,,,48.91428533400176,,,,,,,,,,,,,,,,48.908022042000084,50.07588224999199,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,0.0,0.0,,1,17,38,17,,,,,50.082485708990134,,,,,,,,,,,,,,,,50.076049583993154,50.943589624992455,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,0.0,0.0,,1,18,39,11,,,,,50.95005791699805,,,,,,,,,,,,,,,,50.943741791998036,51.81101554199995,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,0.0,0.0,,1,19,40,16,,,,,51.81726687499031,,,,,,,,,,,,,,,,51.81116429199756,52.67850070899294,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,0.0,0.0,,1,20,41,9,,,,,52.68525054199563,,,,,,,,,,,,,,,,52.678649041990866,53.74722666699381,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,0.0,0.0,,2,0,42,11,,,,,53.75382758399064,,,,,,,,,,,,,,,,53.747381334003876,54.51486799999839,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",b,0.0,0.0,,2,1,43,16,,,,,54.521091125003295,,,,,,,,,,,,,,,,54.51501754199853,55.4821825419931,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",g,0.0,0.0,,2,2,44,0,,,,,55.48839266700088,,,,,,,,,,,,,,,,55.48233124999388,56.34977720899042,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,0.0,"(0.25, 0)",,2,3,45,12,,,,,56.35604458399757,,,,,,,,,,,,,,,,56.349929292002344,57.51778929200373,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,0.0,0.0,,2,4,46,2,,,,,57.52417095899,,,,,,,,,,,,,,,,57.517940416990314,58.48539724999864,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",b,0.0,0.0,,2,5,47,17,,,,,58.491615749997436,,,,,,,,,,,,,,,,58.48554524999054,59.553503709001234,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,0.0,0.0,,2,6,48,5,,,,,59.56025983399013,,,,,,,,,,,,,,,,59.55365833399992,60.522961708993535,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,0.0,0.0,,2,7,49,10,,,,,60.529678374994546,,,,,,,,,,,,,,,,60.52314824999485,61.491229958992335,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",r,0.0,0.0,,2,8,50,3,,,,,61.49797424999997,,,,,,,,,,,,,,,,61.49138474999927,62.45977433399821,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,0.0,"(0.1875, 0.1875)",,2,9,51,14,,,,,62.46666791700409,,,,,,,,,,,,,,,,62.45993279200047,63.32780433399603,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",0.0,,2,10,52,7,,,,,63.33414195899968,,,,,,,,,,,,,,,,63.3279600419919,64.39561008400051,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",b,0.0,0.0,,2,11,53,15,,,,,64.40240574999189,,,,,,,,,,,,,,,,64.3957965419977,65.26371429199935,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",r,0.0,0.0,,2,12,54,9,,,,,65.26998395899136,,,,,,,,,,,,,,,,65.26389133399061,66.13186529200175,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",b,0.0,"(-0.1875, -0.1875)",,2,13,55,19,,,,,66.13846708399069,,,,,,,,,,,,,,,,66.1320252919977,67.10011870900053,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",0.0,,2,14,56,6,,,,,67.10670454199135,,,,,,,,,,,,,,,,67.10026762499183,67.96841912499804,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",b,0.0,"(0, -0.25)",,2,15,57,18,,,,,67.97462012499454,,,,,,,,,,,,,,,,67.96856883399596,68.93609437499254,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,0.0,0.0,,2,16,58,1,,,,,68.94272966700373,,,,,,,,,,,,,,,,68.93625854200218,69.80360633399687,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,0.0,"(-0.1875, 0.1875) ",,2,17,59,13,,,,,69.81004891700286,,,,,,,,,,,,,,,,69.8037677090033,70.57106708399078,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,0.0,0.0,,2,18,60,4,,,,,70.57725716699497,,,,,,,,,,,,,,,,70.571216833996,71.53863395900407,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,"(0.25, 0)",0.0,,2,19,61,8,,,,,71.54505241700099,,,,,,,,,,,,,,,,71.53878983399773,72.70653250000032,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",b,0.0,"(0.1875, -0.1875)",,2,20,62,20,,,,,72.71308354199573,,,,,,,,,,,,,,,,72.70669312500104,73.57409524999093,,,,,,,,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.57414837500255,73.58058891700057,74.5682570420031,78.08107400000154,space,3.5022098329936853,None,,,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,,0.0,"(-0.1875, 0.1875)",,,,,0,0,0,26,78.12516945900279,,,,,,,,,,,,,,,,,,,,,,,,,78.11732566700084,79.58789149999211,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, -0.1875)",g,,"(-0.25, 0)",0.0,,,,,0,1,1,35,79.59652875000029,,,,,,,,,,,,,,,,,,,,,,,,,79.5880571250018,80.9583354589995,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,0.0,0.0,,,,,0,2,2,2,80.96532629200374,,,,,,,,,,,,,,,,,,,,,,,,,80.95851045899326,82.12811420900107,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",r,,0.0,"(0.1875, -0.1875)",,,,,0,3,3,30,82.1348688339931,,,,,,,,,,,,,,,,,,,,,,,,,82.12827633399866,83.29714516700187,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",r,,0.0,0.0,,,,,0,4,4,23,83.30386629200075,,,,,,,,,,,,,,,,,,,,,,,,,83.29731841699686,84.36618612500024,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, 0.25)",b,,"(-0.1875, -0.1875)",0.0,,,,,0,5,5,48,84.37297145900084,,,,,,,,,,,,,,,,,,,,,,,,,84.3663454589987,85.33466887500254,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",r,,0.0,"(0, 0.25)",,,,,0,6,6,29,85.34124579199124,,,,,,,,,,,,,,,,,,,,,,,,,85.33482458400249,86.50352995899448,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.25, 0)",g,,0.0,0.0,,,,,0,7,7,6,86.51017125000362,,,,,,,,,,,,,,,,,,,,,,,,,86.5036913340009,87.67132004199084,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",r,,0.0,0.0,,,,,0,8,8,18,87.67805041700194,,,,,,,,,,,,,,,,,,,,,,,,,87.67147424998984,88.73989508399973,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",b,,"(-0.1875, 0.1875)",0.0,,,,,0,9,9,50,88.74637891699967,,,,,,,,,,,,,,,,,,,,,,,,,88.74005516699981,90.00970341700304,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,,0.0,0.0,,,,,0,10,10,1,90.01653220900334,,,,,,,,,,,,,,,,,,,,,,,,,90.00986512500094,91.17816545900132,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0, -0.25)",b,,0.0,0.0,,,,,0,11,11,44,91.18501954199746,,,,,,,,,,,,,,,,,,,,,,,,,91.17832283399184,92.54757795899059,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",b,,0.0,0.0,,,,,0,12,12,45,92.55432666699926,,,,,,,,,,,,,,,,,,,,,,,,,92.54773579200264,93.81744487499236,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.25, 0)",g,,"(-0.1875, 0.1875)",0.0,,,,,0,13,13,34,93.82454649999272,,,,,,,,,,,,,,,,,,,,,,,,,93.81764208400273,95.78769183398981,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, -0.1875)",g,,0.0,0.0,,,,,0,14,14,5,95.79732708400115,,,,,,,,,,,,,,,,,,,,,,,,,95.78785583400168,97.15920087500126,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",r,,0.0,"(0, -0.25)",,,,,0,15,15,25,97.16604091699992,,,,,,,,,,,,,,,,,,,,,,,,,97.15936395899917,98.42848562500149,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(0.1875, 0.1875)",g,,0.0,"(0, -0.25)",,,,,0,16,16,9,98.43550645899086,,,,,,,,,,,,,,,,,,,,,,,,,98.42866750000394,100.49917154200375,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
"(-0.1875, 0.1875)",g,,0.0,"(0.25, 0)",,,,,0,17,17,15,100.50795970899344,,,,,,,,,,,,,,,,,,,,,,,,,100.4993259999901,102.57136545899266,,,,,,,,915853,001,2024-05-12_00h27.20.449,creatingimagesNEW,2024.1.4,None,2024-05-12 00h27.26.955150 -0400,
